Probe.ID	module
A_23_P30655	5
A_23_P306819	2
A_23_P307430	1
A_23_P30776	1
A_23_P307844	3
A_23_P308581	1
A_23_P308800	7
A_23_P30956	4
A_23_P309701	1
A_23_P30983	1
A_23_P30995	6
A_23_P309991	1
A_23_P309996	1
A_23_P310068	1
A_23_P310222	1
A_23_P310274	1
A_23_P310350	3
A_23_P310460	1
A_23_P311087	1
A_23_P311232	1
A_23_P31124	2
A_23_P311358	1
A_23_P311468	3
A_23_P311608	1
A_23_P311616	1
A_23_P31188	2
A_23_P312344	1
A_23_P312358	4
A_23_P312652	2
A_23_P312901	2
A_23_P31315	1
A_23_P313603	2
A_23_P313938	1
A_23_P31407	3
A_23_P314115	2
A_23_P314151	1
A_23_P31437	2
A_23_P314584	6
A_23_P314666	1
A_23_P315106	1
A_23_P315892	2
A_23_P316381	4
A_23_P316601	1
A_23_P316960	1
A_23_P317001	1
A_23_P317324	2
A_23_P317620	1
A_23_P318262	1
A_23_P318284	4
A_23_P31945	2
A_23_P319617	1
A_23_P319719	1
A_23_P320070	1
A_23_P320190	7
A_23_P320250	1
A_23_P3204	1
A_23_P320578	5
A_23_P32078	1
A_23_P321052	2
A_23_P321388	1
A_23_P32165	1
A_23_P32253	1
A_23_P323272	2
A_23_P323743	1
A_23_P323749	1
A_23_P323783	1
A_23_P323943	1
A_23_P32474	1
A_23_P324989	1
A_23_P325100	3
A_23_P325438	1
A_23_P32558	1
A_23_P325690	2
A_23_P325924	1
A_23_P32593	0
A_23_P326319	2
A_23_P32707	1
A_23_P327156	4
A_23_P327370	2
A_23_P327380	1
A_23_P327483	2
A_23_P328323	2
A_23_P328545	3
A_23_P328621	2
A_23_P328740	2
A_23_P328766	1
A_23_P32913	1
A_23_P329198	5
A_23_P329353	2
A_23_P329375	2
A_23_P329870	1
A_23_P330908	1
A_23_P3312	2
A_23_P331895	5
A_23_P331928	1
A_23_P331992	1
A_23_P332374	2
A_23_P33277	1
A_23_P332992	1
A_23_P333218	4
A_23_P333420	1
A_23_P33364	2
A_23_P333951	1
A_23_P333998	1
A_23_P334021	1
A_23_P334218	1
A_23_P334798	2
A_23_P33511	1
A_23_P335452	2
A_23_P3355	1
A_23_P335988	1
A_23_P336198	2
A_23_P33643	5
A_23_P336554	1
A_23_P336644	1
A_23_P336670	1
A_23_P336859	2
A_23_P337141	1
A_23_P337242	2
A_23_P337729	1
A_23_P337778	1
A_23_P33791	2
A_23_P338479	5
A_23_P33881	1
A_23_P339095	2
A_23_P339554	1
A_23_P339588	5
A_23_P339705	1
A_23_P339818	3
A_23_P340158	2
A_23_P340333	1
A_23_P340722	1
A_23_P340909	1
A_23_P34093	1
A_23_P34115	3
A_23_P341275	1
A_23_P341325	2
A_23_P341392	2
A_23_P34144	2
A_23_P342185	1
A_23_P342727	2
A_23_P34325	1
A_23_P343261	1
A_23_P343671	1
A_23_P34376	3
A_23_P343935	1
A_23_P344000	1
A_23_P344531	2
A_23_P34527	1
A_23_P345460	1
A_23_P345581	1
A_23_P345692	2
A_23_P345707	1
A_23_P345710	1
A_23_P345928	4
A_23_P346006	4
A_23_P346086	1
A_23_P346206	1
A_23_P346311	1
A_23_P346337	1
A_23_P346421	1
A_23_P346798	2
A_23_P346800	2
A_23_P346900	2
A_23_P347040	1
A_23_P347541	5
A_23_P34788	1
A_23_P348159	2
A_23_P348208	1
A_23_P348298	1
A_23_P348737	2
A_23_P349083	4
A_23_P349147	1
A_23_P349310	2
A_23_P34956	1
A_23_P349676	1
A_23_P34968	1
A_23_P349857	2
A_23_P350045	2
A_23_P350234	1
A_23_P35045	5
A_23_P350467	1
A_23_P350512	1
A_23_P350574	5
A_23_P35066	4
A_23_P350886	2
A_23_P351069	1
A_23_P351215	1
A_23_P351275	1
A_23_P351467	2
A_23_P351667	1
A_23_P351679	4
A_23_P351903	1
A_23_P352022	1
A_23_P35219	1
A_23_P35230	1
A_23_P352484	2
A_23_P352870	1
A_23_P353005	1
A_23_P353524	1
A_23_P353614	2
A_23_P353717	1
A_23_P353865	3
A_23_P35399	3
A_23_P35414	2
A_23_P354170	1
A_23_P354270	1
A_23_P354297	1
A_23_P354308	2
A_23_P354798	2
A_23_P354953	1
A_23_P355075	1
A_23_P355295	2
A_23_P35546	2
A_23_P356021	1
A_23_P35617	4
A_23_P356330	1
A_23_P35645	2
A_23_P35650	2
A_23_P356585	2
A_23_P356684	1
A_23_P356755	1
A_23_P357794	1
A_23_P35791	1
A_23_P357936	2
A_23_P35820	1
A_23_P358221	1
A_23_P358410	2
A_23_P358417	1
A_23_P35871	1
A_23_P358714	4
A_23_P358917	6
A_23_P359131	1
A_23_P359738	2
A_23_P36018	3
A_23_P360215	3
A_23_P360329	1
A_23_P360340	2
A_23_P360379	1
A_23_P360744	1
A_23_P360754	5
A_23_P361014	2
A_23_P361419	1
A_23_P361448	1
A_23_P361482	1
A_23_P362207	1
A_23_P363163	2
A_23_P363313	2
A_23_P363426	3
A_23_P36345	3
A_23_P36397	5
A_23_P364504	1
A_23_P36484	1
A_23_P36521	1
A_23_P365412	4
A_23_P36562	5
A_23_P365817	1
A_23_P366125	1
A_23_P366216	1
A_23_P366312	6
A_23_P366394	1
A_23_P366453	2
A_23_P366812	4
A_23_P366936	1
A_23_P36745	2
A_23_P36753	2
A_23_P36795	1
A_23_P3681	1
A_23_P368101	1
A_23_P368205	1
A_23_P368225	1
A_23_P368711	5
A_23_P368779	1
A_23_P368794	3
A_23_P369201	1
A_23_P369210	1
A_23_P369328	1
A_23_P369899	1
A_23_P370544	2
A_23_P370635	6
A_23_P370989	1
A_23_P371266	2
A_23_P37127	2
A_23_P371824	1
A_23_P371835	2
A_23_P37191	1
A_23_P372234	1
A_23_P372334	3
A_23_P372516	1
A_23_P372946	1
A_23_P373054	2
A_23_P373079	1
A_23_P373100	2
A_23_P373708	3
A_23_P37424	1
A_23_P374322	1
A_23_P374351	1
A_23_P37455	3
A_23_P374844	1
A_23_P375	1
A_23_P375104	1
A_23_P37535	5
A_23_P375476	2
A_23_P375494	1
A_23_P375906	2
A_23_P376096	1
A_23_P37624	1
A_23_P37636	1
A_23_P376488	5
A_23_P376686	1
A_23_P37704	1
A_23_P37727	2
A_23_P377376	1
A_23_P3775	1
A_23_P377819	2
A_23_P377982	1
A_23_P379026	1
A_23_P3792	1
A_23_P37954	1
A_23_P379614	1
A_23_P379736	2
A_23_P380857	1
A_23_P380881	1
A_23_P380939	1
A_23_P380978	1
A_23_P380998	1
A_23_P381368	1
A_23_P381431	1
A_23_P381746	2
A_23_P382043	2
A_23_P382302	1
A_23_P382460	1
A_23_P383060	1
A_23_P383118	2
A_23_P38328	1
A_23_P383422	1
A_23_P383688	1
A_23_P38388	3
A_23_P383910	4
A_23_P384085	2
A_23_P384176	2
A_23_P38446	1
A_23_P38457	0
A_23_P384698	1
A_23_P384748	2
A_23_P385034	1
A_23_P385067	2
A_23_P385105	3
A_23_P385246	2
A_23_P38537	1
A_23_P385861	1
A_23_P386241	1
A_23_P386254	7
A_23_P386320	1
A_23_P386450	2
A_23_P38677	1
A_23_P387057	1
A_23_P387184	1
A_23_P38723	1
A_23_P388146	1
A_23_P388433	2
A_23_P388812	1
A_23_P389250	1
A_23_P389281	1
A_23_P389692	2
A_23_P389919	1
A_23_P390044	1
A_23_P390068	3
A_23_P390148	2
A_23_P39056	6
A_23_P391238	1
A_23_P39125	2
A_23_P39131	2
A_23_P391725	1
A_23_P392126	2
A_23_P392470	2
A_23_P392501	2
A_23_P392541	2
A_23_P39265	1
A_23_P393080	1
A_23_P393531	1
A_23_P393598	1
A_23_P393607	1
A_23_P39364	1
A_23_P393686	0
A_23_P393766	1
A_23_P393856	1
A_23_P393880	4
A_23_P39402	1
A_23_P394064	2
A_23_P394395	2
A_23_P394545	1
A_23_P395438	2
A_23_P395493	1
A_23_P39550	1
A_23_P39574	1
A_23_P395954	1
A_23_P39616	1
A_23_P3963	1
A_23_P396328	2
A_23_P39665	5
A_23_P397055	1
A_23_P397285	1
A_23_P397293	1
A_23_P397376	1
A_23_P397455	1
A_23_P39774	1
A_23_P397910	1
A_23_P397969	1
A_23_P397978	5
A_23_P398005	1
A_23_P398040	1
A_23_P398476	1
A_23_P398515	1
A_23_P39856	1
A_23_P398774	1
A_23_P398854	2
A_23_P399001	2
A_23_P399078	2
A_23_P399501	1
A_23_P399851	1
A_23_P40010	1
A_23_P400147	2
A_23_P40049	1
A_23_P40078	1
A_23_P400794	1
A_23_P401	1
A_23_P401106	2
A_23_P401238	2
A_23_P401361	1
A_23_P401380	1
A_23_P401904	1
A_23_P402000	2
A_23_P402081	1
A_23_P402610	1
A_23_P402765	4
A_23_P40354	1
A_23_P403588	2
A_23_P404064	2
A_23_P404108	2
A_23_P404120	2
A_23_P404134	2
A_23_P404606	2
A_23_P40470	1
A_23_P404871	4
A_23_P405049	1
A_23_P405148	1
A_23_P405267	1
A_23_P405942	2
A_23_P406616	1
A_23_P4069	3
A_23_P406986	1
A_23_P40718	1
A_23_P407551	1
A_23_P407684	1
A_23_P407718	1
A_23_P40782	1
A_23_P408094	1
A_23_P408167	2
A_23_P408232	1
A_23_P408285	2
A_23_P40847	1
A_23_P40866	2
A_23_P408768	1
A_23_P408865	0
A_23_P408955	1
A_23_P40926	1
A_23_P40975	5
A_23_P409945	1
A_23_P409951	1
A_23_P409988	1
A_23_P41021	2
A_23_P410233	2
A_23_P410587	2
A_23_P411215	1
A_23_P41143	3
A_23_P41145	4
A_23_P411993	2
A_23_P412409	1
A_23_P412554	1
A_23_P41280	1
A_23_P413788	1
A_23_P413815	1
A_23_P414308	5
A_23_P414654	4
A_23_P414964	2
A_23_P415021	2
A_23_P415033	1
A_23_P415401	2
A_23_P415443	1
A_23_P415510	1
A_23_P41553	1
A_23_P415663	1
A_23_P415706	2
A_23_P41604	3
A_23_P416112	1
A_23_P416142	1
A_23_P416242	5
A_23_P416289	2
A_23_P416468	1
A_23_P416608	1
A_23_P417113	1
A_23_P41716	2
A_23_P417363	1
A_23_P41755	2
A_23_P417684	2
A_23_P41917	1
A_23_P419254	1
A_23_P419602	1
A_23_P41976	1
A_23_P419786	2
A_23_P41999	3
A_23_P420196	5
A_23_P420692	1
A_23_P420863	1
A_23_P421221	2
A_23_P421423	1
A_23_P421465	1
A_23_P421664	2
A_23_P42178	1
A_23_P422071	3
A_23_P422083	2
A_23_P422204	1
A_23_P422212	1
A_23_P422268	1
A_23_P42265	2
A_23_P422766	2
A_23_P422933	2
A_23_P42331	1
A_23_P42335	1
A_23_P42375	1
A_23_P424	1
A_23_P424316	1
A_23_P42435	2
A_23_P424712	1
A_23_P425502	1
A_23_P425587	3
A_23_P425752	1
A_23_P425925	2
A_23_P425954	1
A_23_P426398	1
A_23_P42664	1
A_23_P426663	2
A_23_P426809	1
A_23_P42695	1
A_23_P42738	1
A_23_P428738	4
A_23_P428819	5
A_23_P428827	1
A_23_P429383	1
A_23_P429491	1
A_23_P429950	2
A_23_P429959	2
A_23_P43071	1
A_23_P43086	2
A_23_P430902	2
A_23_P431268	4
A_23_P431388	5
A_23_P43164	7
A_23_P431939	1
A_23_P4323	2
A_23_P432506	2
A_23_P432545	4
A_23_P43255	1
A_23_P43273	1
A_23_P43276	2
A_23_P43296	1
A_23_P43317	1
A_23_P433229	3
A_23_P433791	1
A_23_P434268	4
A_23_P434289	2
A_23_P434347	1
A_23_P434430	2
A_23_P434442	2
A_23_P43484	1
A_23_P43490	1
A_23_P43557	1
A_23_P435941	1
A_23_P435944	1
A_23_P436336	1
A_23_P43649	2
A_23_P43684	2
A_23_P43800	1
A_23_P44132	1
A_23_P4416	2
A_23_P44295	2
A_23_P44684	1
A_23_P44831	1
A_23_P4494	1
A_23_P44956	1
A_23_P44964	2
A_23_P45059	2
A_23_P45106	2
A_23_P45365	2
A_23_P45475	5
A_23_P4551	2
A_23_P45524	1
A_23_P4561	6
A_23_P45712	1
A_23_P45751	6
A_23_P45799	1
A_23_P45917	1
A_23_P45945	1
A_23_P46017	3
A_23_P46045	2
A_23_P46095	1
A_23_P46118	1
A_23_P46149	1
A_23_P46275	3
A_23_P46337	1
A_23_P46390	3
A_23_P46539	1
A_23_P46588	2
A_23_P46690	1
A_23_P46812	2
A_23_P46813	2
A_23_P47148	7
A_23_P47155	1
A_23_P47208	1
A_23_P47247	1
A_23_P47565	1
A_23_P47614	6
A_23_P47682	1
A_23_P47735	5
A_23_P47788	1
A_23_P47790	1
A_23_P47839	1
A_23_P47867	1
A_23_P47885	2
A_23_P48001	1
A_23_P48350	3
A_23_P48637	1
A_23_P48669	1
A_23_P48676	1
A_23_P487	1
A_23_P48835	1
A_23_P48886	1
A_23_P48897	3
A_23_P49155	1
A_23_P49310	3
A_23_P49429	2
A_23_P49448	3
A_23_P49490	1
A_23_P49616	1
A_23_P49686	1
A_23_P49708	5
A_23_P49842	1
A_23_P49878	1
A_23_P49972	1
A_23_P500000	6
A_23_P50008	4
A_23_P500390	1
A_23_P500400	2
A_23_P500734	2
A_23_P50081	1
A_23_P500861	2
A_23_P500873	1
A_23_P500886	1
A_23_P50096	1
A_23_P500998	1
A_23_P501010	1
A_23_P50108	1
A_23_P501339	1
A_23_P501372	2
A_23_P501538	2
A_23_P501583	1
A_23_P501822	1
A_23_P501831	2
A_23_P502060	4
A_23_P502336	5
A_23_P502343	2
A_23_P502363	2
A_23_P502470	2
A_23_P502520	5
A_23_P502575	1
A_23_P502678	1
A_23_P503059	1
A_23_P50338	1
A_23_P50376	2
A_23_P50418	2
A_23_P50426	2
A_23_P50455	1
A_23_P50456	1
A_23_P50477	1
A_23_P5051	2
A_23_P5092	3
A_23_P50928	2
A_23_P50990	1
A_23_P51082	1
A_23_P51085	1
A_23_P51231	5
A_23_P51269	1
A_23_P51508	1
A_23_P51534	1
A_23_P51729	2
A_23_P51853	1
A_23_P51906	1
A_23_P51936	5
A_23_P51996	4
A_23_P52017	1
A_23_P52082	1
A_23_P52147	1
A_23_P52161	1
A_23_P5221	2
A_23_P52227	2
A_23_P52278	1
A_23_P52410	6
A_23_P52480	6
A_23_P52634	1
A_23_P5273	1
A_23_P52793	1
A_23_P53081	2
A_23_P53126	2
A_23_P53193	3
A_23_P53198	1
A_23_P53211	2
A_23_P53247	2
A_23_P53276	1
A_23_P53345	1
A_23_P53397	6
A_23_P53417	2
A_23_P53458	1
A_23_P53546	1
A_23_P53557	1
A_23_P53826	1
A_23_P5392	6
A_23_P54144	2
A_23_P54283	2
A_23_P54313	5
A_23_P54469	7
A_23_P54556	2
A_23_P54681	4
A_23_P54692	1
A_23_P54834	1
A_23_P54968	4
A_23_P55073	1
A_23_P55107	2
A_23_P55190	1
A_23_P55515	1
A_23_P55578	1
A_23_P55584	1
A_23_P55639	1
A_23_P55682	2
A_23_P55706	5
A_23_P55846	1
A_23_P55880	4
A_23_P55936	2
A_23_P56050	1
A_23_P56069	2
A_23_P5611	1
A_23_P5616	1
A_23_P56188	1
A_23_P56197	2
A_23_P56228	5
A_23_P56369	1
A_23_P56553	1
A_23_P56559	3
A_23_P56578	2
A_23_P56659	1
A_23_P56680	1
A_23_P56709	2
A_23_P56734	2
A_23_P56898	1
A_23_P56922	1
A_23_P56971	1
A_23_P56978	6
A_23_P571	1
A_23_P57199	1
A_23_P57268	1
A_23_P57379	1
A_23_P57413	1
A_23_P57417	7
A_23_P57547	1
A_23_P57588	1
A_23_P5761	0
A_23_P57697	1
A_23_P57989	1
A_23_P58002	3
A_23_P58072	1
A_23_P58251	7
A_23_P58293	1
A_23_P5831	1
A_23_P58321	1
A_23_P58396	2
A_23_P58443	4
A_23_P58489	1
A_23_P58506	2
A_23_P58529	2
A_23_P58538	2
A_23_P586	2
A_23_P58604	2
A_23_P58647	3
A_23_P58676	1
A_23_P58747	6
A_23_P58796	4
A_23_P58967	2
A_23_P5903	1
A_23_P59069	1
A_23_P59153	1
A_23_P593	2
A_23_P59349	1
A_23_P5936	1
A_23_P5938	1
A_23_P59441	1
A_23_P59444	1
A_23_P5945	3
A_23_P59481	1
A_23_P59507	5
A_23_P59616	2
A_23_P59718	2
A_23_P59877	1
A_23_P59921	1
A_23_P60028	1
A_23_P60296	1
A_23_P6041	1
A_23_P60499	2
A_23_P60610	6
A_23_P6066	7
A_23_P60899	1
A_23_P60977	5
A_23_P61426	4
A_23_P61447	3
A_23_P61569	1
A_23_P61623	1
A_23_P61633	1
A_23_P61674	2
A_23_P61748	2
A_23_P61854	4
A_23_P61945	4
A_23_P62159	1
A_23_P62371	1
A_23_P62659	5
A_23_P62907	1
A_23_P63067	1
A_23_P63101	1
A_23_P63167	1
A_23_P63190	1
A_23_P63243	1
A_23_P63254	1
A_23_P63503	1
A_23_P63541	7
A_23_P63618	1
A_23_P63696	3
A_23_P63736	1
A_23_P63789	1
A_23_P63816	1
A_23_P63870	1
A_23_P64051	3
A_23_P6413	2
A_23_P6433	2
A_23_P64404	1
A_23_P64510	4
A_23_P64617	2
A_23_P64650	1
A_23_P6474	1
A_23_P64743	1
A_23_P64785	1
A_23_P64808	1
A_23_P64873	2
A_23_P64954	1
A_23_P65041	1
A_23_P65110	1
A_23_P65240	7
A_23_P65278	2
A_23_P65307	2
A_23_P65481	1
A_23_P65757	1
A_23_P65870	1
A_23_P65877	1
A_23_P65967	5
A_23_P66017	2
A_23_P66085	1
A_23_P66190	1
A_23_P6624	1
A_23_P66260	1
A_23_P66289	1
A_23_P66432	1
A_23_P66563	1
A_23_P66608	1
A_23_P66664	1
A_23_P66715	1
A_23_P66767	3
A_23_P66787	1
A_23_P66813	1
A_23_P6708	1
A_23_P67169	7
A_23_P67198	2
A_23_P67224	1
A_23_P67312	2
A_23_P67355	3
A_23_P67661	2
A_23_P67708	1
A_23_P67725	1
A_23_P67847	1
A_23_P67864	1
A_23_P67980	1
A_23_P68106	5
A_23_P68486	2
A_23_P68487	1
A_23_P68547	1
A_23_P68610	1
A_23_P68665	1
A_23_P69058	2
A_23_P69121	1
A_23_P69249	1
A_23_P69267	2
A_23_P69339	4
A_23_P6935	1
A_23_P69437	1
A_23_P69497	2
A_23_P69521	2
A_23_P69537	1
A_23_P69840	3
A_23_P69853	1
A_23_P69941	2
A_23_P70007	1
A_23_P70020	2
A_23_P7005	1
A_23_P70168	1
A_23_P70231	4
A_23_P70290	1
A_23_P70297	2
A_23_P7030	1
A_23_P70318	2
A_23_P70328	1
A_23_P70417	1
A_23_P70468	1
A_23_P70677	1
A_23_P70897	2
A_23_P70961	2
A_23_P71037	1
A_23_P71117	1
A_23_P71146	1
A_23_P71170	2
A_23_P71300	4
A_23_P71415	1
A_23_P71433	1
A_23_P71492	1
A_23_P71526	1
A_23_P71558	1
A_23_P71591	1
A_23_P71598	2
A_23_P717	1
A_23_P7172	1
A_23_P71727	1
A_23_P72001	3
A_23_P72044	1
A_23_P72487	1
A_23_P72503	4
A_23_P72550	1
A_23_P72627	1
A_23_P73097	1
A_23_P73135	2
A_23_P73220	5
A_23_P73348	1
A_23_P73429	1
A_23_P73589	1
A_23_P73593	1
A_23_P73801	2
A_23_P73848	4
A_23_P73982	1
A_23_P74012	1
A_23_P7402	2
A_23_P74034	1
A_23_P74097	1
A_23_P74115	1
A_23_P7423	1
A_23_P74269	1
A_23_P74349	1
A_23_P74359	2
A_23_P74619	4
A_23_P74663	1
A_23_P74716	1
A_23_P748	1
A_23_P74900	2
A_23_P74914	1
A_23_P74954	1
A_23_P75129	1
A_23_P75268	1
A_23_P75299	3
A_23_P75325	1
A_23_P75811	1
A_23_P75903	1
A_23_P75915	4
A_23_P7596	1
A_23_P75978	1
A_23_P75989	1
A_23_P76006	7
A_23_P76015	2
A_23_P76034	1
A_23_P76059	1
A_23_P76078	1
A_23_P76090	1
A_23_P761	1
A_23_P76145	1
A_23_P76249	1
A_23_P7636	1
A_23_P76435	1
A_23_P76488	1
A_23_P76515	1
A_23_P7655	3
A_23_P76573	5
A_23_P76598	2
A_23_P76658	2
A_23_P76690	6
A_23_P76718	2
A_23_P76743	6
A_23_P76749	2
A_23_P7679	1
A_23_P76914	2
A_23_P76951	1
A_23_P76992	1
A_23_P77049	2
A_23_P77066	2
A_23_P77360	1
A_23_P774	5
A_23_P77493	5
A_23_P77562	2
A_23_P77593	1
A_23_P77731	4
A_23_P7783	2
A_23_P77847	5
A_23_P77876	1
A_23_P77908	1
A_23_P78014	1
A_23_P78108	1
A_23_P78248	6
A_23_P78281	1
A_23_P78311	1
A_23_P78405	1
A_23_P78518	1
A_23_P78585	2
A_23_P78664	1
A_23_P78685	1
A_23_P7873	1
A_23_P78944	1
A_23_P78980	3
A_23_P79155	3
A_23_P79199	1
A_23_P79272	2
A_23_P79488	1
A_23_P79496	1
A_23_P79628	1
A_23_P79889	1
A_23_P79927	1
A_23_P80008	1
A_23_P80032	1
A_23_P80098	1
A_23_P8013	1
A_23_P80136	1
A_23_P80321	1
A_23_P80528	5
A_23_P8055	1
A_23_P80635	1
A_23_P80643	2
A_23_P80778	1
A_23_P80827	1
A_23_P80832	1
A_23_P80839	1
A_23_P80902	1
A_23_P80940	1
A_23_P81048	2
A_23_P81241	4
A_23_P81529	2
A_23_P81660	2
A_23_P81721	2
A_23_P81805	1
A_23_P81912	1
A_23_P81973	2
A_23_P82169	1
A_23_P82286	0
A_23_P82324	1
A_23_P82370	1
A_23_P8241	1
A_23_P82478	1
A_23_P8253	6
A_23_P82738	1
A_23_P8281	1
A_23_P82839	1
A_23_P82859	1
A_23_P82913	1
A_23_P82990	2
A_23_P83028	2
A_23_P83098	2
A_23_P83159	4
A_23_P83289	1
A_23_P83381	4
A_23_P83624	5
A_23_P83714	1
A_23_P8380	1
A_23_P83857	6
A_23_P83953	2
A_23_P83976	2
A_23_P8412	1
A_23_P8416	1
A_23_P84399	1
A_23_P84475	4
A_23_P845	1
A_23_P8452	4
A_23_P84576	1
A_23_P84860	2
A_23_P85008	2
A_23_P8513	5
A_23_P85188	4
A_23_P85441	1
A_23_P85543	1
A_23_P85604	1
A_23_P85682	2
A_23_P85742	5
A_23_P8582	1
A_23_P85853	3
A_23_P85862	1
A_23_P85903	2
A_23_P86021	2
A_23_P86195	3
A_23_P86330	1
A_23_P86386	1
A_23_P86504	2
A_23_P86900	2
A_23_P87216	1
A_23_P87379	2
A_23_P87421	4
A_23_P87461	1
A_23_P87513	1
A_23_P87560	1
A_23_P87653	1
A_23_P87769	1
A_23_P87919	1
A_23_P87931	2
A_23_P87952	2
A_23_P8801	6
A_23_P88069	2
A_23_P88099	3
A_23_P88331	1
A_23_P8834	2
A_23_P88351	2
A_23_P88362	1
A_23_P88435	2
A_23_P88439	4
A_23_P88589	2
A_23_P88602	2
A_23_P88630	1
A_23_P88691	1
A_23_P88731	1
A_23_P88740	1
A_23_P88781	1
A_23_P88831	1
A_23_P88909	1
A_23_P88947	4
A_23_P88963	1
A_23_P89249	2
A_23_P89422	2
A_23_P89460	1
A_23_P89509	1
A_23_P897	3
A_23_P89835	2
A_23_P89871	2
A_23_P89981	2
A_23_P90099	2
A_23_P90311	1
A_23_P9036	1
A_23_P90542	2
A_23_P90589	1
A_23_P90612	1
A_23_P90634	1
A_23_P90732	2
A_23_P90911	2
A_23_P90944	2
A_23_P91151	1
A_23_P91221	2
A_23_P91328	1
A_23_P91468	1
A_23_P91590	1
A_23_P91619	1
A_23_P91783	1
A_23_P9186	0
A_23_P91900	1
A_23_P91910	2
A_23_P92042	2
A_23_P92057	1
A_23_P92107	3
A_23_P92140	1
A_23_P92261	1
A_23_P92300	2
A_23_P92441	1
A_23_P92490	2
A_23_P92499	5
A_23_P9255	1
A_23_P92562	3
A_23_P92672	3
A_23_P92727	1
A_23_P92842	3
A_23_P92899	2
A_23_P92903	2
A_23_P93321	1
A_23_P93348	5
A_23_P93442	2
A_23_P93690	1
A_23_P93737	1
A_23_P93823	1
A_23_P93938	2
A_23_P94103	2
A_23_P94133	1
A_23_P94141	1
A_23_P94159	4
A_23_P94174	1
A_23_P94397	2
A_23_P94422	1
A_23_P94501	6
A_23_P94546	2
A_23_P94579	1
A_23_P94795	1
A_23_P94998	1
A_23_P95634	2
A_23_P95672	1
A_23_P95718	1
A_23_P9574	1
A_23_P95755	1
A_23_P96008	1
A_23_P9603	1
A_23_P9614	1
A_23_P96209	1
A_23_P96271	2
A_23_P96325	1
A_23_P96331	5
A_23_P96542	1
A_23_P96590	2
A_23_P96965	2
A_23_P97157	1
A_23_P97181	2
A_23_P97195	2
A_23_P97250	1
A_23_P97328	1
A_23_P97573	1
A_23_P97606	2
A_23_P97621	5
A_23_P97623	1
A_23_P97700	2
A_23_P97725	1
A_23_P97841	2
A_23_P98092	3
A_23_P98159	1
A_23_P98294	1
A_23_P98580	1
A_23_P98686	5
A_23_P98786	5
A_23_P98898	1
A_23_P98963	1
A_23_P99063	7
A_23_P99138	1
A_23_P99172	1
A_23_P99226	2
A_23_P99249	4
A_23_P99285	1
A_23_P99292	1
A_23_P99360	4
A_23_P99386	7
A_23_P99452	1
A_23_P99604	1
A_23_P99837	1
A_23_P99930	1
A_24_P100234	1
A_24_P100517	1
A_24_P100551	4
A_24_P101248	4
A_24_P101402	1
A_24_P101722	1
A_24_P101800	0
A_24_P102053	3
A_24_P102082	2
A_24_P102125	1
A_24_P10214	4
A_24_P102283	5
A_24_P102769	1
A_24_P102865	2
A_24_P102981	2
A_24_P103686	1
A_24_P105102	1
A_24_P105501	1
A_24_P105721	1
A_24_P105771	1
A_24_P105913	2
A_24_P106057	1
A_24_P106624	2
A_24_P106681	1
A_24_P106728	1
A_24_P106910	2
A_24_P107142	3
A_24_P107528	1
A_24_P107941	5
A_24_P108451	1
A_24_P108517	1
A_24_P109652	2
A_24_P109661	3
A_24_P110082	3
A_24_P110558	2
A_24_P11100	2
A_24_P11142	1
A_24_P111737	1
A_24_P111912	2
A_24_P113131	2
A_24_P113144	1
A_24_P113295	1
A_24_P114604	1
A_24_P11506	1
A_24_P115621	4
A_24_P116242	4
A_24_P116378	2
A_24_P116571	1
A_24_P116700	3
A_24_P118171	2
A_24_P118196	2
A_24_P118336	7
A_24_P118341	1
A_24_P119036	4
A_24_P119141	2
A_24_P119165	3
A_24_P119678	2
A_24_P119774	1
A_24_P120303	1
A_24_P120537	1
A_24_P120907	2
A_24_P122337	3
A_24_P122403	4
A_24_P122921	1
A_24_P123052	1
A_24_P123347	1
A_24_P123632	2
A_24_P123720	2
A_24_P12401	1
A_24_P124325	2
A_24_P124370	2
A_24_P124558	1
A_24_P125993	1
A_24_P126093	1
A_24_P126139	2
A_24_P126393	3
A_24_P126406	1
A_24_P126628	1
A_24_P126851	1
A_24_P127082	2
A_24_P127292	1
A_24_P127719	6
A_24_P128068	1
A_24_P128255	1
A_24_P129232	2
A_24_P129417	1
A_24_P129588	1
A_24_P130363	2
A_24_P13041	1
A_24_P130962	1
A_24_P131392	4
A_24_P131622	2
A_24_P131752	1
A_24_P132039	2
A_24_P132470	2
A_24_P133488	1
A_24_P134074	1
A_24_P134626	1
A_24_P134942	1
A_24_P13533	1
A_24_P135515	1
A_24_P135579	1
A_24_P135921	1
A_24_P136551	1
A_24_P13682	1
A_24_P137372	1
A_24_P137376	1
A_24_P137897	1
A_24_P139094	1
A_24_P13991	1
A_24_P141520	2
A_24_P14156	1
A_24_P143171	2
A_24_P143574	5
A_24_P144423	2
A_24_P145134	1
A_24_P147765	1
A_24_P148653	1
A_24_P148657	1
A_24_P149036	2
A_24_P149124	1
A_24_P149266	1
A_24_P150160	1
A_24_P150580	2
A_24_P15083	1
A_24_P150931	2
A_24_P152188	2
A_24_P152335	1
A_24_P152345	1
A_24_P152743	1
A_24_P152792	1
A_24_P152833	1
A_24_P153399	4
A_24_P154006	1
A_24_P154214	2
A_24_P155378	2
A_24_P15563	1
A_24_P15621	1
